;Unnamed: 0.1;Unnamed: 0;GV_Key;Date_cal;Ticker Symbol;Company Name;Quarter;Fiscal Data Year and Quarter;Final Date;Date_rep;Assets;Cash;Long-Term Debt;Net Income;EBIT;EBITDA;Revenue;Stockholders Equity;HQ;Share_Price;Share_Price_BD;Div_Per_Share_Ann;Div_Yield;Market_Cap;Beta_1Y;Beta_2Y;Beta_5Y;Rev_1y_Growth;Rev_2y_Growth;Primary Industry;Industry Sector;Industry Group;Industry;Shares_out;EBITDA_Margin;Profit_Margin;Leverage;Debt/Assets;Cash/Assets;ROE;P/B;P/Sales;P/EBITDA;P/EBIT;P/E;Universe;P/EBIT AVG;P/EBITDA AVG;P/Sales AVG;P/E AVG
20185;20185;20185;GV_019000;31.03.2017;MMI;MARCUS & MILLICHAP INC;2017Q1;2017Q1;04.06.2017;09.05.2017;-0.28127041;-0.012453944;-0.237816411;-0.077505837;-0.127630269;-0.200149563;-0.204345728;-0.272564094;31;-0.156653158;24.59225;-0.043478261;-0.125988611;-0.208808633;1.405449972;0.203892385;0.668439034;-0.41527743;0.105908226;119;9;17;57;-0.168783443;-0.109631748;0.174828796;-0.787193553;-0.990569007;2.117871035;0.390492536;0.395404353;0.012747361;0.434853435;0.169976975;0.260026451;Value;0.28;0.26;0.01;0.35
20209;20209;20209;GV_019025;31.03.2017;SCTL;SOCIETAL CDMO INC;2017Q1;2017Q1;06.06.2017;11.05.2017;-0.31263181;-0.303565046;-0.230711669;-0.332728745;-0.31163285;-0.329733155;-0.348211917;-0.378565948;31;-0.481086157;6.83088;-0.043478261;-0.125988611;-0.346342379;0.289589156;0.362720383;-2.037692609;-0.366018615;-0.418931108;112;5;16;55;-0.347139438;-1.536917752;-4.259996329;-0.420636054;0.281316964;0.260899211;-3.145671522;-0.074038213;0.082728483;-2.311313404;-1.312502305;-0.755689463;Value;-1.98;-2.58;1.16;-1.41
20233;20233;20233;GV_019044;31.03.2017;VRNS;VARONIS SYSTEMS INC;2017Q1;2017Q1;30.05.2017;04.05.2017;-0.313959139;-0.219630806;-0.242221565;-0.378164954;-0.372861499;-0.380853025;-0.325903938;-0.370934056;31;-0.411629788;10.63333;-0.043478261;-0.125988611;-0.228171241;-0.44058133;0.185735715;-0.47971529;1.040552834;1.352003911;132;7;19;60;-0.276313313;-2.420553773;-3.068954016;-0.870617467;-0.072042084;1.728323339;-3.592833325;2.901173729;0.112632092;-1.508526973;-1.185100204;-0.845511808;Growth;-2.11;-3.66;2.32;-1.4
20257;20257;20257;GV_019209;28.02.2017;NTIC;NORTHERN TECH INTL;2017Q1;2017Q2;11.04.2017;06.04.2017;-0.333429302;-0.347242208;-0.242221565;-0.225059162;-0.293909392;-0.326199576;-0.358909604;-0.387541061;31;-0.455230147;8.24639;-0.043478261;-0.125988611;-0.356541971;-0.328787032;0.110116694;0.061865108;0.483823032;0.479360659;130;8;14;9;-0.477318969;-1.939545918;-0.121446355;-0.870617467;-1.515810296;-0.13274435;-0.357812608;-0.239815946;-0.188091403;-1.405376148;-1.094642684;0.435857154;Value;-1.56;-0.39;-0.29;-0.84
20285;20285;20285;GV_019398;31.03.2017;DENN;DENNYS CORP;2017Q1;2017Q1;24.05.2017;02.05.2017;-0.290528912;-0.350720756;-0.113160104;-0.123590045;-0.159990026;-0.201142847;-0.231415724;-0.444622841;31;-0.373696888;12.71;-0.043478261;-0.125988611;-0.224410819;0.574664617;-0.197658335;-0.66708096;-0.265739404;-0.222668988;122;1;5;34;0.118536511;0.027920006;0.062936766;2.01235255;2.201139776;-0.53729172;-3.224740063;-5.5671006;0.094135594;0.372102487;0.353088224;0.556178592;Value;-0.32;0.02;-0.36;-0.65
20309;20309;20309;GV_019433;31.03.2017;PHX;PHX MINERALS INC;2017Q1;2017Q2;27.05.2017;05.05.2017;-0.308680782;-0.353877757;-0.219906719;-0.185886949;-0.241609755;-0.266311406;-0.353322713;-0.352556906;31;-0.29158733;17.20516;0.130434783;0.315643784;-0.317910396;1.321310788;1.386195476;-0.385062402;-0.463897043;-2.059880954;102;3;7;51;-0.366203874;2.619287595;1.654996895;-0.101368622;-0.423394998;-0.559197182;0.097377767;0.100836053;1.490640796;0.063873737;0.395043833;0.303292974;Value;-0.03;-0.32;-0.07;0.22
20333;20333;20333;GV_019784;31.03.2017;EGRX;EAGLE PHARMACEUTICALS INC;2017Q1;2017Q1;18.05.2017;08.05.2017;-0.30447473;-0.281707863;-0.242221565;0.06129314;-0.016223415;-0.122028354;-0.286104561;-0.326113776;31;0.971244503;86.34;-0.043478261;-0.125988611;-0.153352728;0.232420347;-0.075018994;0.493053514;14.57245316;7.097793834;15;5;16;5;-0.381118411;1.604311645;2.090277128;-0.870617467;-0.97484992;0.356593874;2.330798137;1.871776385;1.116693532;0.210327416;-0.021717171;0.023317176;Growth;-0.02;0.21;1.12;0.02
20357;20357;20357;GV_019877;31.03.2017;QTWO;Q2 HOLDINGS INC;2017Q1;2017Q1;23.05.2017;03.05.2017;-0.310036056;-0.241724499;-0.242221565;-0.319425694;-0.33057534;-0.33378621;-0.320617682;-0.360127882;31;0.106521897;39;-0.043478261;-0.125988611;-0.108059479;1.470653997;0.790687888;0.621512736;1.394403963;1.934607261;10;7;19;60;-0.153707571;-1.223068203;-1.881632138;-0.870617467;-0.247183652;1.116001278;-1.989908256;4.617596177;2.982327832;-14.70236388;-5.132272425;-2.969000814;Growth;-2.11;-3.66;2.32;-1.4
20381;20381;20381;GV_020004;31.03.2017;WB;WEIBO CORP;2017Q1;2017Q1;16.05.2017;16.05.2017;-0.14621908;0.244522749;-0.242221565;0.366323079;0.163694617;0.021946437;-0.155143214;0.007637267;6;0.745885809;74.00254;-0.043478261;-0.125988611;2.450769055;0.932811627;1.134838597;1.815586927;1.947077098;2.315888493;84;0;15;42;1.438724018;0.799687139;1.54293633;-0.870617467;-0.832956417;0.885529229;0.663349011;6.36354903;7.590681545;6.488094828;4.527938357;3.060137012;Growth;1.35;1.16;1.29;1.27
20405;20405;20405;GV_020115;31.03.2017;PAHC;PHIBRO ANIMAL HEALTH CORP;2017Q1;2017Q3;09.05.2017;08.05.2017;-0.241311495;-0.224307845;-0.086745413;0.070428664;-0.097186134;-0.146575026;-0.165135853;-0.34014798;31;-0.129320325;26.08861;0.391304348;0.580538859;-0.175930099;0.514826719;-0.405735326;0.314866966;-0.336257976;-0.370318977;112;5;16;55;-0.163728276;0.021797751;0.576762994;0.906373378;0.728586718;0.042069657;3.000731168;2.067817188;-0.070508302;0.101918825;0.07406625;-0.123551647;Growth;0.4;0.3;0.52;0.87
20429;20429;20429;GV_020185;31.03.2017;SMG;SCOTTS MIRACLE-GRO CO;2017Q1;2017Q2;22.05.2017;02.05.2017;0.300216134;-0.157899212;0.800033878;1.867763607;1.981548289;1.428236664;0.792123682;-0.057585744;31;0.771489745;75.40425;2.130434783;1.02986924;0.52599816;-0.296115148;-0.477224289;-0.620603312;-1.38917962;-0.962235564;51;8;14;9;0.018114351;0.71309006;0.817671373;0.998524755;0.899892215;-0.433083453;4.441321001;1.864453069;-0.199281673;-0.432579525;-0.459040195;-0.296041975;Growth;-0.22;-0.25;-0.26;0.09
20453;20453;20453;GV_020229;31.03.2017;ZEN;ZENDESK INC;2017Q1;2017Q1;23.05.2017;04.05.2017;-0.259927897;-0.065001535;-0.242221565;-0.548652383;-0.478371088;-0.415264034;-0.267815036;-0.255180027;31;-0.0633539;29.7;-0.043478261;-0.125988611;0.106934656;0.849077697;0.665617268;0.918579237;1.781498627;3.000143603;10;7;19;60;0.355797757;-1.862825577;-2.83030075;-0.870617467;-0.574182984;1.110984816;-2.239567588;2.421521912;2.501756701;-5.309451137;-2.83715497;-1.807706093;Growth;-2.11;-3.66;2.32;-1.4
20476;20476;20476;GV_020338;31.03.2017;PRMW;PRIMO WATER CORP;2017Q1;2017Q1;23.05.2017;04.05.2017;0.397088361;-0.126541795;1.042149954;-0.692470181;-0.169172345;0.011379951;0.206152748;0.021451355;31;-0.312884641;16.03922;0.217391304;0.84237583;-0.072226525;-1.501984349;-0.573540356;-1.608032036;-2.936893906;-1.769279547;128;2;10;4;0.725613746;-0.252556255;-1.096251886;1.130866787;0.862034058;-0.432061018;-1.425792681;-0.111691087;-0.200589598;0.211786864;2.193633256;-1.232702455;Value;1.47;0.17;-0.41;-1.97
20500;20500;20500;GV_020420;31.03.2017;OEC;ORION ENGINEERED CARBONS SA;2017Q1;2017Q1;22.05.2017;04.05.2017;-0.165750489;-0.226362021;0.077608498;-0.014700697;0.043453739;0.043387669;-0.019962276;-0.373096826;31;-0.296612183;16.93007;0.758608696;1.943556891;-0.187106762;-0.192230296;0.380004286;-0.619002725;-0.321521099;-0.92174912;25;8;14;9;0.01381208;0.225859456;-0.053770795;1.218532442;1.263267257;-0.230141031;4.170276045;4.25792515;-0.307878521;-0.400800082;-0.296632894;0.042460873;Growth;-0.22;-0.25;-0.26;0.09
20524;20524;20524;GV_020473;31.03.2017;WLKP;WESTLAKE CHEMICAL PRTNRS LP;2017Q1;2017Q1;30.05.2017;02.05.2017;-0.081583266;-0.028552523;0.06217626;-0.105916173;0.435063791;0.331890979;-0.071428648;0.053283751;31;-0.329245689;15.14352;1.499565217;2.815011072;-0.257125647;0.226830632;-0.513303851;0.225973766;-0.361463672;-1.478671686;25;8;14;9;-0.275336339;1.417161612;-0.200361191;0.475326961;-0.445013184;0.020172649;-0.305992201;-0.588531561;-0.470676958;-0.731696651;-0.664165587;-0.140816823;Value;0.02;-0.23;-0.28;0.2
20548;20548;20548;GV_020513;31.03.2017;MR;MONTAGE RESOURCES CORP;2017Q1;2017Q1;01.06.2017;04.05.2017;-0.141241096;0.071057768;0.007787881;0.111138288;-0.165800217;-0.061323865;-0.259282777;-0.112651157;31;-0.123632409;26.4;-0.043478261;-0.125988611;-0.294409052;-2.314966462;2.838666693;2.36720737;0.092138193;1.862011769;102;3;7;51;1.822423792;1.57853166;1.78618993;0.563182732;-0.121952922;0.435856668;0.427448923;-0.577505395;6.231389758;3.313133664;8.089797946;2.13389841;Value;4.23;1.64;1.23;8.67
20563;20563;20563;GV_020655;31.03.2017;NEP;NEXTERA ENERGY PARTNERS LP;2017Q1;2017Q1;24.04.2017;21.04.2017;0.844668505;-0.137437169;1.624618144;-0.077505837;0.354853073;0.454361744;-0.15749801;0.692652416;31;-0.165235174;24.12242;1.543478261;2.248418222;-0.081476698;-0.841224148;-0.562209971;0.215206182;1.631120076;2.294990182;120;10;23;38;-0.032078803;2.941558822;0.023388163;0.941376343;0.486127711;-0.492327607;-0.414042477;-0.568980226;0.051741764;-0.568649154;-0.449028151;0.568576575;Value;-0.45;-0.57;0.05;0.57
20587;20587;20587;GV_020670;31.03.2017;PAAS;PAN AMERICAN SILVER CORP;2017Q1;2017Q1;10.05.2017;09.05.2017;-0.023940359;0.132579427;-0.222121974;0.016149167;-0.103479188;-0.014051542;-0.15569313;0.318491098;3;-0.235422556;20.27995;0.065217391;0.201386692;0.034580496;1.327655115;-0.25862734;1.44994983;0.819987895;-0.007134985;126;8;14;48;0.851293818;0.628657665;0.341606199;-0.797845847;-1.001592996;0.15379289;-0.24707701;-0.254978755;0.958440543;0.741664982;1.809490935;1.108393408;Value;1.1;0.74;0.79;1.11
20611;20611;20611;GV_020696;31.03.2017;DOOR;MASONITE INTERNATIONAL CORP;2017Q1;2017Q1;23.05.2017;08.05.2017;-0.094651729;-0.263735811;-0.003228552;0.069437606;-0.037398158;-0.028745294;0.152959597;-0.065672714;31;0.898362306;82.35;-0.043478261;-0.125988611;0.034407127;1.156092789;0.006896417;0.27698641;-0.294820577;-0.20925741;18;6;1;7;-0.250230799;-0.27198073;-0.085727478;0.241939767;-0.023469227;-0.403015918;0.196277016;0.40454125;-0.109164031;0.481547606;0.725862632;0.519849853;Value;0.46;0.46;0;0.52
20635;20635;20635;GV_021002;31.03.2017;CYBR;CYBERARK SOFTWARE LTD;2017Q1;2017Q1;11.05.2017;11.05.2017;-0.26891598;0.112252911;-0.242221565;-0.134224862;-0.227464235;-0.269930613;-0.305103414;-0.245732944;16;0.401521265;55.15;-0.043478261;-0.125988611;-0.058539776;0.089197876;0.283968752;1.963228942;1.140273372;2.093190462;132;7;19;60;-0.20959227;-0.083274458;0.603948346;-0.870617467;-0.969837519;2.477983696;-0.045423932;1.16540378;2.633058993;5.439704357;4.628029558;2.080438404;Growth;1.05;1.18;0.51;0.61
20664;20664;20664;GV_021777;31.03.2017;MMSI;MERIT MEDICAL SYSTEMS INC;2017Q1;2017Q1;21.05.2017;27.04.2017;-0.172216948;-0.285018994;-0.130440416;-0.041891269;-0.168135376;-0.163928952;-0.185240957;-0.077579468;31;-0.035954578;31.2;-0.043478261;-0.125988611;-0.114839752;1.11303801;-0.11780016;0.138341634;0.421075545;0.269183543;63;5;11;30;-0.116062706;0.018653586;0.246242433;-0.112662345;-0.643019656;-0.382074256;-0.057452732;-0.029739896;0.207612562;0.577792006;1.083983755;0.415379045;Value;0.42;0.52;-0.1;0.44
20708;20708;20708;GV_022119;31.03.2017;AINC;ASHFORD INC;2017Q1;2017Q1;04.06.2017;04.05.2017;-0.326842191;-0.248798519;-0.242221565;-0.260279847;-0.295318403;-0.325811396;-0.354341235;-0.39195516;31;0.325716474;51;-0.043478261;-0.125988611;-0.353286019;-2.329751258;-0.362190489;-1.786667233;0.226274975;3.139254844;11;4;9;8;-0.499816257;-1.55086735;-2.100816901;-0.870617467;0.04135684;2.76289511;-1.829460616;0.076143851;0.179353342;-2.481894008;-1.624498671;-1.041609521;Value;-0.21;-0.23;-0.41;-1.03
20732;20732;20732;GV_022134;31.03.2017;AXTA;AXALTA COATING SYSTEMS LTD;2017Q1;2017Q1;17.05.2017;26.04.2017;0.655308319;0.811523319;1.420386589;0.584470244;0.598659461;0.687269697;0.716269493;0.296852644;31;-0.024446862;31.83;-0.043478261;-0.125988611;0.894793001;0.817244271;0.28934562;0.654106506;-0.333238124;-0.563037806;130;8;14;9;1.63146573;0.114775808;0.043569582;1.049522586;0.726275368;-0.02027734;0.434472291;1.064611549;0.142151953;0.336604123;0.509263546;0.675794994;Growth;0.51;0.34;0.01;1.14
20756;20756;20756;GV_022180;31.03.2017;UFAB;UNIQUE FABRICATING INC;2017Q1;2017Q1;03.06.2017;10.05.2017;-0.320476302;-0.353449914;-0.214978181;-0.203967409;-0.248512326;-0.28600012;-0.317062485;-0.385550288;31;-0.419352013;10.21057;0.608695652;2.554966783;-0.351275788;-0.820612074;-0.357125324;-1.28939399;0.504201998;0.692325937;13;1;0;2;-0.430639335;-0.230675987;-0.134414007;0.580927139;0.191153747;-0.53826223;0.310385734;-0.069155776;-0.409966385;-0.325920774;-0.267223122;-0.071131378;Value;-0.13;-0.06;-0.21;0.01
20779;20779;20779;GV_022284;31.03.2017;SND;SMART SAND INC;2017Q1;2017Q1;05.06.2017;11.05.2017;-0.308481315;-0.162228131;-0.241820912;-0.217588107;-0.266029973;-0.297731145;-0.341453512;-0.325638734;31;-0.385569928;12.06;-0.043478261;-0.125988611;-0.290310814;0.703465623;-1.642056457;-1.28939399;2.592152664;-0.418931108;101;3;7;24;-0.162070109;-0.126509061;-0.168036054;-0.856887911;-1.2853477;2.169439639;-0.408863653;0.147482246;1.314113743;3.123327456;4.835446249;4.61486239;Growth;4.23;1.64;1.23;8.67
20803;20803;20803;GV_022543;31.03.2017;GTIM;GOOD TIMES RESTAURANTS INC;2017Q1;2017Q2;07.06.2017;10.05.2017;-0.333676628;-0.342514679;-0.241487203;-0.239010212;-0.282629389;-0.315319121;-0.348750064;-0.392551521;31;-0.545581969;3.3;-0.043478261;-0.125988611;-0.36351042;0.355002795;0.702211139;-0.074487918;0.781127436;2.631873797;122;1;5;34;-0.407649078;-0.791505512;-0.845599534;-0.770142795;-0.955362843;0.149151878;-0.92947344;-0.472659584;-0.394931262;5.577860934;-2.135701857;-1.189783755;Value;-2.14;5.58;-0.39;-1.19
20827;20827;20827;GV_022672;31.03.2017;SHAK;SHAKE SHACK INC;2017Q1;2017Q1;19.05.2017;04.05.2017;-0.249151301;-0.313594105;-0.238156205;-0.201172117;-0.232696574;-0.256218728;-0.286151636;-0.303260587;31;-0.000883445;33.12;-0.043478261;-0.125988611;-0.230490392;1.523937954;1.505671037;0.285995774;1.63313331;2.705637478;122;1;5;34;-0.290430137;-0.085777226;-0.249547777;-0.820233825;0.230600266;-0.365215915;-0.306686186;0.533676592;0.48852355;1.314783316;1.90706092;3.340958254;Growth;3.31;1.54;0.2;2.15
20851;20851;20851;GV_022741;31.03.2017;CC;CHEMOURS CO;2017Q1;2017Q1;19.05.2017;01.05.2017;0.709124363;2.031007968;1.552094895;1.675904897;1.257253339;1.196470417;1.169147887;-0.22825264;31;-0.009250285;32.66195;0.086956522;0.02934198;0.859070173;0.744116825;2.06341587;-1.28939399;-0.511318782;-0.784870991;38;8;14;9;1.126020669;0.175457729;0.401533706;1.095545517;1.310722551;0.506279073;8.192823153;6.339436085;-0.198140095;-0.221908345;-0.183934344;-0.162341008;Growth;-0.18;-0.22;-0.2;-0.16
20875;20875;20875;GV_022815;31.03.2017;TRMB;TRIMBLE INC;2017Q1;2017Q1;22.05.2017;27.04.2017;0.310089103;0.390855592;0.016326353;0.402776234;0.198911974;0.268834575;0.285002589;0.82774238;31;-0.010016553;32.62;-0.043478261;-0.125988611;0.983224687;0.468264394;0.458693577;1.375704425;-0.194944013;-0.396670986;48;7;20;23;1.740815101;0.084089798;0.20298088;-0.413966408;-0.571525094;-0.032601818;-0.101612637;0.321225843;0.742849352;1.323619242;1.739083298;1.162830644;Value;1.71;1.39;0.39;1.83
20899;20899;20899;GV_022817;31.03.2017;VERU;VERU INC;2017Q1;2017Q2;11.06.2017;09.05.2017;-0.332527682;-0.352044145;-0.242221565;-0.252554675;-0.297978109;-0.329670361;-0.365690476;-0.385141793;31;-0.587411601;1.01;-0.043478261;-0.125988611;-0.364976342;-0.415511459;0.537476379;0.27089933;-2.787360914;-2.424110507;111;2;12;54;-0.240183205;-6.225528838;-6.933925857;-0.870617467;-1.505028699;-0.415111015;-1.247977247;-0.638034607;0.697144666;-1.186797938;-0.977938642;-0.771778031;Value;-0.98;-1.19;0.7;-0.77
20923;20923;20923;GV_023224;31.03.2017;ESE;ESCO TECHNOLOGIES INC;2017Q1;2017Q2;21.05.2017;04.05.2017;-0.160512628;-0.213173304;-0.166148227;-0.088216889;-0.143081895;-0.175311757;-0.195823098;-0.08715555;31;0.438514734;57.17524;0.304347826;0.161156807;-0.122100118;0.900992174;0.178488633;-0.189693797;0.016370113;0.026303603;79;6;1;45;-0.287319954;0.003206738;0.095657879;-0.388035478;-0.447315464;-0.205476424;-0.163295384;-0.029535989;0.303657262;0.769605554;0.821828099;0.810752497;Value;0.34;0.28;0.08;0.51
20947;20947;20947;GV_023238;31.03.2017;ETSY;ETSY INC;2017Q1;2017Q1;22.05.2017;02.05.2017;-0.25328272;0.162337084;-0.209664205;-0.235325509;-0.29504135;-0.28867742;-0.264602199;-0.260477663;31;-0.397808292;11.39;-0.043478261;-0.125988611;-0.152322941;1.531302404;1.992862013;0.18993631;0.998556763;1.735615066;17;1;3;6;0.519113732;-0.567279315;-0.544292518;-0.448351009;-0.353868858;2.209570205;-0.559564764;0.696615436;0.756827375;6.48252493;-12.18583129;-33.73466453;Growth;-6.25;3.03;0.09;-25.37
20986;20986;20986;GV_023990;31.03.2017;GKOS;GLAUKOS CORP;2017Q1;2017Q1;22.05.2017;03.05.2017;-0.319019454;-0.332435129;-0.242221565;-0.218820577;-0.276003871;-0.308794273;-0.3298475;-0.348572802;31;0.263976668;47.62;-0.043478261;-0.125988611;-0.102211979;-0.135858021;-0.921836707;-1.28939399;2.545234234;3.221376558;60;5;11;30;-0.211824073;-0.641036113;-0.293788608;-0.870617467;-1.473795846;-0.105055171;-0.381198584;3.713515184;3.964788101;32.4052178;96.8008859;19.02798853;Growth;96.8;32.41;3.96;19.03
21010;21010;21010;GV_024021;31.03.2017;HAE;HAEMONETICS CORP;2017Q1;2016Q4;08.06.2017;08.05.2017;-0.13481212;0.01553388;-0.113594229;-0.879754777;-0.180848138;-0.119191216;-0.124261251;-0.032907127;31;0.178490783;42.94;-0.043478261;-0.125988611;-0.00364099;0.228214086;-0.373505289;-0.255451241;-0.538255859;-0.505499683;63;5;11;30;-0.051887173;-0.006908039;-2.457081609;-0.155821018;-0.491198687;0.276140005;-1.969320294;0.188338327;0.370866824;0.906607825;2.556291539;-1.047600099;Value;0.2;0.11;-0.38;-2.56
21034;21034;21034;GV_024099;31.03.2017;LCUT;LIFETIME BRANDS INC;2017Q1;2017Q1;05.06.2017;09.05.2017;-0.279402913;-0.338632205;-0.200668786;-0.246887855;-0.292967413;-0.30802933;-0.246986695;-0.309796505;31;-0.287475423;17.43027;0.141304348;0.333623326;-0.323515654;-0.158077138;-0.340215464;-0.073772504;-0.290195171;-0.365155713;73;1;4;35;-0.388844572;-0.772483346;-0.60863561;-0.107140013;-0.268641751;-0.452621136;-0.669308671;-0.357604468;-0.396093336;3.825090203;-3.235518501;-2.581850959;Value;-3.24;3.83;-0.4;-2.58
21070;21070;21070;GV_024316;31.03.2017;MNST;MONSTER BEVERAGE CORP;2017Q1;2017Q1;08.05.2017;04.05.2017;0.385784147;1.176218056;-0.242221565;2.031415276;1.813432703;1.256095995;0.425740461;1.395604483;31;-0.186376856;22.965;-0.043478261;-0.125988611;3.910824112;-0.690204025;-0.563815238;-0.486069134;0.195643612;0.24844013;128;2;10;4;4.605212918;1.20672306;1.579661706;-0.870617467;-1.206878818;0.426859702;0.519708255;1.689641958;1.170562215;0.450311067;0.158797572;0.195776542;Growth;0.68;0.45;0.33;1.08
21094;21094;21094;GV_024468;31.03.2017;BIIB;BIOGEN INC;2017Q1;2017Q1;26.04.2017;25.04.2017;3.204793226;2.100100583;2.776723486;9.268935724;8.228691183;8.741432213;2.638836168;5.458630426;31;4.634533868;286.89;-0.043478261;-0.125988611;9.619070569;1.605422023;0.535886696;-0.374925351;-0.137692657;0.013963402;15;5;16;5;1.4145596;2.274658432;1.807273345;0.109824185;-0.304159505;-0.24887369;0.827347626;0.974534907;1.607906217;0.217580668;0.30255724;0.290927562;Growth;0.72;0.3;0.57;0.66
21118;21118;21118;GV_024638;31.03.2017;TRU;TRANSUNION;2017Q1;2017Q1;17.05.2017;25.04.2017;0.453397749;-0.006692683;0.928952828;0.56159967;0.521084701;0.591366422;0.118529927;0.338418787;31;0.086145935;37.8845;-0.043478261;-0.125988611;0.792822998;-0.184754053;-0.268149851;-1.28939399;0.216274233;0.472132089;121;6;2;56;1.11967482;1.086903677;0.684587196;0.825277957;0.472685704;-0.370439947;0.355444033;0.812813723;0.919986403;0.339655936;0.502721635;0.591309647;Growth;0.61;0.41;1.04;0.8
21142;21142;21142;GV_024750;31.03.2017;WT;WISDOMTREE INC;2017Q1;2017Q1;19.05.2017;28.04.2017;-0.303411295;-0.143716625;-0.242221565;-0.142559916;-0.177167294;-0.24135372;-0.31202337;-0.310358058;31;-0.474463558;7.19344;0.304347826;1.894627228;-0.186247597;2.828353829;2.702452709;2.392683378;-1.878853614;-0.238668652;11;4;9;8;0.686624421;0.536126115;0.632024122;-0.870617467;-1.350995163;2.038096471;0.194960337;1.099447075;1.24171445;1.147681383;0.631332657;0.902752639;Value;-0.07;0.13;0.86;0.02
21166;21166;21166;GV_024795;31.03.2017;AMSC;AMERICAN SUPERCONDUCTOR CP;2017Q1;2016Q4;08.06.2017;25.05.2017;-0.325321085;-0.284168623;-0.242221565;-0.317964519;-0.333725825;-0.345260352;-0.35093689;-0.380682647;31;-0.527498416;4.29;-0.043478261;-0.125988611;-0.357079573;0.312325321;0.290109291;0.20255912;-1.504165508;-0.208902435;46;6;1;22;-0.392564243;-2.573595436;-4.226160527;-0.870617467;-0.503585582;1.450573405;-2.923603109;-0.394066443;-0.245242006;-1.145703402;-0.903613387;-0.677012359;Value;-2.38;1.17;-0.45;-1.26
21191;21191;21191;GV_024861;31.03.2017;PLNT;PLANET FITNESS INC;2017Q1;2017Q1;22.05.2017;02.05.2017;-0.148593612;-0.195273002;0.113128153;-0.11763099;-0.017007079;-0.082388334;-0.270795709;-0.507761402;31;-0.235604305;20.27;-0.043478261;-0.125988611;-0.129028633;1.07568474;-0.351982233;-1.28939399;0.320076604;0.458881863;87;1;5;34;0.056843747;1.640872857;0.337787307;1.244742719;2.043341605;-0.184283537;-1.508851483;-3.534245001;0.824276052;0.022710766;-0.029286203;0.971463585;Value;-0.32;0.02;-0.36;-0.65
21215;21215;21215;GV_024978;31.03.2017;MODG;TOPGOLF CALLAWAY BRANDS CORP;2017Q1;2017Q1;19.05.2017;04.05.2017;-0.194846963;-0.227818281;-0.242170849;0.096424884;0.102838009;-0.016694591;-0.03775003;-0.091504126;31;-0.386216186;12.02462;0;0.04800696;-0.182003355;0.103661263;-0.122023728;0.22400941;0.024629408;-0.08557142;88;1;4;43;0.325278527;0.095229613;0.216868221;-0.870220729;-0.869365575;-0.165700934;0.32562409;-0.219013217;-0.249489891;-0.250147747;-0.318757486;-0.118959466;Value;-0.24;-0.16;-0.26;-0.12
21239;21239;21239;GV_025027;31.03.2017;LFVN;LIFEVANTAGE CORP;2017Q1;2017Q3;05.06.2017;10.05.2017;-0.334273859;-0.330891175;-0.239213118;-0.229201277;-0.271895575;-0.309319458;-0.320111631;-0.404399408;31;-0.534337104;3.91561;-0.043478261;-0.125988611;-0.360079166;1.799720514;-0.256492178;-0.357500781;-0.334657454;-0.405977769;111;2;12;54;-0.393155805;-0.693156275;-0.494704933;-0.427576201;0.509087419;0.91606827;-0.438466605;0.671521613;-0.497646531;0.368971633;0.460303264;8.874214091;Value;0.2;0.28;0.03;0.29
21263;21263;21263;GV_025030;31.03.2017;VRTS;VIRTUS INVESTMENT PTNRS INC;2017Q1;2017Q1;19.05.2017;28.04.2017;-0.172511129;0.313665855;-0.076968467;-0.064456903;-0.180689822;-0.24069724;-0.282913122;-0.128745752;31;1.06370936;91.40207;1.913043478;0.765975957;-0.248101442;0.381819452;0.690911925;0.937374007;-0.923654373;-1.392174105;11;4;9;8;-0.45924047;0.073718865;0.913991913;0.251859035;-0.465744172;1.307913903;-0.038904265;-0.386532602;0.138680531;0.383245578;0.13628002;-0.09917326;Value;-0.26;-0.14;0.09;-0.1
21287;21287;21287;GV_025180;31.03.2017;AGCO;AGCO CORP;2017Q1;2017Q1;19.05.2017;28.04.2017;0.895305119;0.415038008;0.660768954;-0.358305672;-0.075766001;0.216316115;1.3730662;1.0607073;31;0.39099134;54.57353;0.565217391;0.335416008;0.464586154;0.478661263;0.215705909;-0.03683775;-0.306079591;-1.019734963;3;6;1;45;0.194686696;-0.526403123;-0.560475693;-0.030022258;0.203251659;-0.282232983;-0.602969235;-0.241524979;-0.350326012;0.419361733;2.343725647;-5.134572326;Value;4.73;1.31;-0.35;-4.45
21311;21311;21311;GV_025279;31.03.2017;BSX;BOSTON SCIENTIFIC CORP;2017Q1;2017Q1;04.05.2017;27.04.2017;2.660457992;0.059211042;2.551698553;3.45472738;2.515864236;2.863360668;1.942668035;3.198906534;31;-0.127650976;26.18;-0.043478261;-0.125988611;5.512964496;-0.765441587;-0.351202977;0.061962113;0.241610789;0.123921564;60;5;11;30;11.72028969;0.581140824;0.661414873;0.201240732;0.189420573;-0.514126991;0.326124973;0.897141906;1.055363124;0.89367672;1.099708928;0.720123421;Growth;0.35;0.37;0.75;0.36
